,H,L1,L2,L3,L4,L5,L7,L8,A2,D,T,D2,T2,D3,CrossMat,FrameMat,Mass1,Minimum Factor of Safety1,Center_Y,Center_Z,Leg_Displacement,Handle_X,Handle_Y,Handle_Z
3614,34.51672,14.2843,29.94995,3.03247,12.552,18.24072,13.61597,9.45679,139.28528,0.62576,0.18597,0.51545,0.09889,0.47977,6061-T6 (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,13.24,15.0,19.69,0.52,0.0897,0.044,-0.0439,-0.00505
2197,38.15045,14.74628,33.48572,3.60437,9.81213,17.59741,20.0199,6.026,168.52264,0.35948,0.28183,0.52516,0.06317,0.29277, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,27.91,1.18,20.7,0.2,0.277,0.0694,-0.136,-0.0239
501,39.886,20.61298,6.9281,2.828,12.86389,10.38062,7.1615,12.96448,117.80243,0.39376,0.25971,0.27877,0.31439,0.31225, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,11.43,10.5,21.07,0.52,0.00379,0.074,0.00532,-0.0123
3972,33.87183,14.11841,29.23584,8.49268,12.61182,23.81934,13.77197,14.04541,117.08374,0.40083,0.16404,0.15532,0.20417,0.58684, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,10.96,7.38,20.11,2.46,0.309,0.214,-0.152,-0.0217
3537,39.48,14.96326,28.28735,8.35718,6.36304,24.5835,8.74243,7.54028,101.69373,0.2178,0.29943,0.39431,0.05428,0.80704,6061-T6 (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,14.93,16.2,21.91,0.59,0.288,0.00885,-0.144,-0.0316
724,36.61951,16.1366,13.27271,1.87769,5.35229,22.21045,10.08716,12.49634,116.89148,0.63586,0.16217,0.52117,0.15814,0.91061, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,11.26,11.9,22.74,2.64,0.0161,0.00701,-0.0069,-0.00487
3940,38.61572,13.84814,22.62207,7.61621,12.44824,25.29883,9.83887,6.27441,126.40381,0.59756,0.10874,0.38779,0.17612,0.57368, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,9.45,12.3,21.12,1.49,0.255,0.0489,-0.127,-0.0302
3720,37.48578,17.95099,14.99573,3.73743,9.37146,18.01001,20.57141,7.71179,135.60944,0.48993,0.24297,0.33817,0.0602,0.71207,6061-T6 (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,16.82,16.9,20.82,0.83,0.0172,0.0477,-0.00698,-0.00242
1782,33.50708,16.698,11.43799,4.66943,5.03857,17.42285,24.6792,8.80615,169.78149,0.43394,0.31506,0.0853,0.0927,0.27478, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,33.78,1.86,18.84,0.3,0.00706,0.0344,-0.000824,-0.0031
3657,37.25507,17.90924,16.8927,1.43518,7.86023,13.90356,12.88538,9.48669,169.28253,0.3222,0.26839,0.16869,0.1965,0.65789,6061-T6 (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,15.07,2.17,20.84,0.4,0.00979,0.0105,-0.00438,-0.00198
1881,36.07019,18.93591,9.88892,1.59937,5.30835,18.88037,17.53149,12.89185,113.11951,0.4967,0.28419,0.24666,0.10702,0.80431, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,36.44,8.27,20.77,0.61,0.000399,0.0291,0.00105,-0.00177
3158,32.19476,13.39825,25.01526,10.00696,10.44568,15.47095,11.39563,7.77039,122.57233,0.33407,0.3338,0.17997,0.16039,0.82281, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,31.57,22.4,17.75,0.57,0.0647,0.0249,-0.0318,-0.00336
4924,38.14825,16.44476,17.453,2.48376,12.92004,28.54956,9.17859,14.62219,156.01654,0.52633,0.28674,0.3589,0.11348,0.57014, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,24.16,20.8,21.87,0.75,0.0294,0.00313,-0.014,-0.0047
4086,38.05652,18.07458,15.45532,5.87671,7.20288,14.54443,7.51196,11.34888,123.81287,0.43694,0.24025,0.49861,0.11229,0.29982, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,16.65,37.5,21.76,0.74,0.0011,0.0136,0.000499,-0.0035
3757,39.10626,15.06488,5.64636,9.91541,8.06653,15.83472,9.26648,9.9054,128.11127,0.54801,0.2841,0.26456,0.11905,0.60773,6061-T6 (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,22.37,66.2,21.32,0.35,8.35e-05,0.00421,0.000318,-0.000944
414,31.87286,13.15765,12.00378,2.22986,4.34583,16.6355,16.245,6.71204,166.12396,0.115,0.28264,0.18195,0.17032,0.39924, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,5.98,2.85,17.95,0.55,0.0573,0.053,-0.0252,-0.00956
4893,38.93158,14.51886,26.61194,1.047,11.83728,22.29712,9.8927,13.22449,119.60602,0.24413,0.12828,0.05487,0.14179,0.30977, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,5.21,1.76,22.8,0.82,1.69,0.721,-0.848,-0.104
393,36.76947,16.11847,25.14709,2.47278,10.33337,18.97681,9.43567,11.75964,133.52203,0.60389,0.1816,0.41464,0.18691,0.29473, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,8.85,16.2,21.45,0.54,0.0695,0.00558,-0.0341,-0.00566
2094,36.38275,19.31769,9.79553,6.73059,3.73181,22.96118,22.44348,13.51746,165.45563,0.59686,0.20855,0.08417,0.25136,0.89903, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,30.85,14.0,20.38,0.65,0.00343,0.0446,0.00094,-0.00418
2227,35.18414,19.9538,17.85583,3.54089,8.88928,24.22827,20.11658,5.70862,138.09052,0.62169,0.10766,0.2278,0.07737,0.31293, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,11.93,5.15,19.01,0.4,0.229,0.11,-0.112,-0.0304
429,36.9881,21.96429,20.61707,6.89783,8.66223,14.25269,17.40515,9.89563,144.00482,0.16774,0.30432,0.20656,0.05606,0.5674, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,8.66,6.58,21.19,1.06,0.0419,0.0373,-0.0201,-0.0036
4622,37.9115,17.11218,24.20044,7.96167,12.95972,19.84717,15.55396,12.76001,128.97644,0.56379,0.12731,0.29324,0.20824,0.29606, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,10.19,8.12,22.02,0.89,0.125,0.168,-0.0596,-0.00653
1893,34.46838,16.46838,9.74976,5.82056,10.32056,16.5708,13.22046,9.71558,131.11877,0.59851,0.27518,0.56731,0.12511,0.67767, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,36.87,26.0,18.69,0.33,0.00175,0.0147,-0.000345,-0.000595
3710,38.92719,20.16583,20.26917,5.88586,4.48865,22.93188,18.53235,9.62585,135.31647,0.37509,0.19962,0.35927,0.05434,0.69293,6061-T6 (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,11.75,16.3,22.49,0.94,0.122,0.0438,-0.0593,-0.0119
3639,39.975,17.69391,25.755,8.35413,3.45105,21.53052,23.72229,14.39392,163.38654,0.62074,0.26385,0.35121,0.19606,0.70198,6061-T6 (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,25.99,30.8,23.97,0.8,0.0199,0.0294,-0.0083,-0.00242
1595,32.6463,14.77484,8.01941,4.80798,8.17395,20.22925,24.26062,9.13391,170.22552,0.25094,0.30373,0.33663,0.17735,0.82033, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,12.09,1.33,18.45,1.96,0.00698,0.121,0.0036,-0.0114
4288,32.22992,16.31622,16.69495,1.92102,10.87537,13.51782,12.16907,7.3407,172.08405,0.59891,0.16622,0.06981,0.09125,0.56304, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,11.54,15.6,18.1,1.03,0.0281,0.0163,-0.0137,-0.00219
2131,34.03497,19.01117,21.08582,10.49158,7.56848,20.81519,7.5614,8.80188,133.45795,0.60836,0.084,0.32843,0.21075,0.35959, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,10.86,4.65,19.3,0.22,0.286,0.0688,-0.139,-0.0374
497,35.87848,14.63641,18.41248,6.65613,4.03577,13.97437,10.67712,7.88635,171.12274,0.4172,0.17768,0.28346,0.1011,0.73334, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,6.13,9.93,20.5,0.63,0.0612,0.0113,-0.0297,-0.00627
1669,34.61725,14.4826,24.75525,10.92859,12.37073,20.5271,23.50037,5.53772,128.53241,0.35597,0.18046,0.41383,0.11766,0.4746, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,6.36,2.33,18.81,2.11,0.53,0.559,-0.26,-0.12
2678,32.51007,16.3349,21.30554,6.92224,7.10461,9.90698,15.12878,7.73254,157.44476,0.62096,0.12868,0.2256,0.18892,0.54108, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,15.56,8.92,18.6,0.73,0.0172,0.0279,-0.00747,-0.00229
373,33.31537,20.17023,17.67639,7.11145,7.99939,26.10571,9.55872,6.828,159.37653,0.60096,0.1315,0.30272,0.21884,0.68643, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,6.3,5.23,18.29,1.0,0.177,0.0269,-0.0865,-0.0304
2127,39.06232,14.68695,21.90613,3.03064,3.77942,14.95581,22.81921,9.23157,135.50873,0.60602,0.27033,0.11046,0.31739,0.76154, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,41.57,1.89,22.11,0.45,0.0165,0.0316,-0.0061,-0.00298
1168,32.33154,17.07373,16.38184,7.37207,4.4502,20.04492,24.72754,5.46387,127.94189,0.4751,0.24028,0.53018,0.13774,0.51558, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,11.0,9.88,19.48,1.89,0.0576,0.0525,-0.026,-0.011
3548,34.31018,21.65393,6.40991,6.19165,10.80884,15.59424,13.11499,8.28979,154.99573,0.51296,0.21132,0.26614,0.22062,0.73373,6061-T6 (SS)@SOLIDWORKS Materials,Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials,14.55,43.3,17.65,0.63,0.000732,0.00893,0.000219,-0.00251
4510,31.60205,19.17432,23.03223,7.01074,9.1084,11.58789,23.30371,9.49707,137.09717,0.56357,0.26167,0.45693,0.21538,0.86216, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,21.16,5.71,18.29,1.53,0.00723,0.042,-0.00199,-0.00193
2034,36.89691,14.60236,32.72034,4.35266,10.08435,26.1936,10.7804,9.08875,107.99713,0.19755,0.34464,0.15477,0.3435,0.37369, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94,31.85,5.27,21.62,0.27,0.448,0.0379,-0.223,-0.051
4024,36.39868,17.19897,5.02197,7.14014,7.35303,26.30957,13.93896,6.55029,157.9895,0.64897,0.2175,0.63198,0.20667,0.37527, AISI 4130 Steel#^# annealed at 865C@SOLIDWORKS Materials$SOLIDWORKS Materials|AISI 4130 Steel#^# annealed at 865C|94$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|AISI 4130 Steel#^# annealed at 865C|94, Ti-6Al-4VSolution treated and aged (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|Ti-6Al-4VSolution treated and aged (SS)|205$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|Ti-6Al-4VSolution treated and aged (SS)|205,21.92,47.8,17.94,0.81,0.00135,0.00707,-0.000343,-0.000597
8,37.22266,14.65234,23.63281,7.36719,9.13281,27.20313,11.28906,8.55469,154.19922,0.37109,0.12852,0.16484,0.05352,0.47148, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164, 6061-T6 (SS)@SOLIDWORKS Materials$SOLIDWORKS Materials|6061-T6 (SS)|164$C:/Program Files/SOLIDWORKS Corp/SOLIDWORKS/lang/english/sldmaterials/SOLIDWORKS Materials.sldmat|6061-T6 (SS)|164,3.83,1.93,20.87,0.94,1.16,0.136,-0.579,-0.151
